#OutID       RAout       DECout      mag_out     InID        RAin        DECin       mag_in      r           f(r)        df          f(df)       q(m)        n(m)        LR          Rel         flag        
151456       53.156520   -28.146269  0.0000      272050      53.156021   -28.145030  0.5123      4.807       2.916e-04   0.000e+00   1.000e+00   3.020e-01   9.869e-03   8.923e-03   0.012       0           
151456       53.156520   -28.146269  0.0000      272059      53.156779   -28.144951  0.0857      4.836       2.726e-04   0.000e+00   1.000e+00   3.020e-01   9.869e-03   8.343e-03   0.011       0           
151456       53.156520   -28.146269  0.0000      281260      53.156511   -28.147341  0.0653      3.859       2.115e-03   0.000e+00   1.000e+00   3.020e-01   9.869e-03   6.471e-02   0.086       0           
151456       53.156520   -28.146269  0.0000      282308      53.155422   -28.146447  16.6012     4.003       1.610e-03   0.000e+00   1.000e+00   3.020e-01   9.869e-03   4.927e-02   0.065       0           
151457       53.146261   -28.155438  0.0000      125284      53.147158   -28.155815  0.0379      3.501       3.992e-03   0.000e+00   1.000e+00   3.020e-01   9.869e-03   1.222e-01   0.126       0           
151457       53.146261   -28.155438  0.0000      125348      53.145534   -28.155549  1.9300      2.648       1.415e-02   0.000e+00   1.000e+00   3.020e-01   9.869e-03   4.330e-01   0.445       1           
151457       53.146261   -28.155438  0.0000      125349      53.145623   -28.154885  0.0441      3.040       8.272e-03   0.000e+00   1.000e+00   3.020e-01   9.869e-03   2.531e-01   0.260       0           
151457       53.146261   -28.155438  0.0000      125350      53.145006   -28.154948  0.0181      4.850       2.639e-04   0.000e+00   1.000e+00   3.020e-01   9.869e-03   8.074e-03   0.008       0           
151464       53.036928   -27.792360  0.0000      932979      53.037391   -27.791749  -0.0035     2.760       1.223e-02   0.000e+00   1.000e+00   3.020e-01   9.869e-03   3.741e-01   0.318       0           
151464       53.036928   -27.792360  0.0000      933047      53.036132   -27.792952  42.6780     3.571       3.549e-03   0.000e+00   1.000e+00   3.020e-01   9.869e-03   1.086e-01   0.092       0           
151464       53.036928   -27.792360  0.0000      933048      53.036395   -27.791926  0.1705      2.474       1.754e-02   0.000e+00   1.000e+00   3.020e-01   9.869e-03   5.367e-01   0.456       1           
151486       52.087757   -28.348091  0.0000      358782      52.087800   -28.348672  69.9213     2.098       2.656e-02   0.000e+00   1.000e+00   3.020e-01   9.869e-03   8.129e-01   0.526       1           
151486       52.087757   -28.348091  0.0000      358795      52.087591   -28.347441  0.1729      2.416       1.880e-02   0.000e+00   1.000e+00   3.020e-01   9.869e-03   5.751e-01   0.372       0           
151499       53.057467   -27.466281  0.0000      878164      53.056762   -27.466454  0.0025      2.613       1.480e-02   0.000e+00   1.000e+00   3.020e-01   9.869e-03   4.528e-01   0.392       0           
151499       53.057467   -27.466281  0.0000      878223      53.058050   -27.465920  0.2322      2.470       1.762e-02   0.000e+00   1.000e+00   3.020e-01   9.869e-03   5.392e-01   0.466       1           
151499       53.057467   -27.466281  0.0000      878292      53.057522   -27.464921  0.0396      4.901       2.344e-04   0.000e+00   1.000e+00   3.020e-01   9.869e-03   7.174e-03   0.006       0           
151506       52.226544   -28.288967  0.0000      62059       52.227060   -28.289114  0.1806      1.932       3.121e-02   0.000e+00   1.000e+00   3.020e-01   9.869e-03   9.550e-01   0.859       1           
151508       52.306223   -27.051947  0.0000      669100      52.305849   -27.051884  -2.9030     1.368       4.889e-02   0.000e+00   1.000e+00   3.020e-01   9.869e-03   1.496e+00   0.905       1           
151510       52.512742   -27.550040  0.0000      145215      52.512322   -27.550759  0.0934      2.999       8.770e-03   0.000e+00   1.000e+00   3.020e-01   9.869e-03   2.684e-01   0.631       1           
151512       52.566332   -28.039973  0.0000      232391      52.565895   -28.040913  0.0389      3.729       2.683e-03   0.000e+00   1.000e+00   3.020e-01   9.869e-03   8.210e-02   0.051       0           
151512       52.566332   -28.039973  0.0000      232436      52.566575   -28.040367  0.1569      1.665       3.934e-02   0.000e+00   1.000e+00   3.020e-01   9.869e-03   1.204e+00   0.745       1           
151512       52.566332   -28.039973  0.0000      232442      52.565443   -28.040321  0.0619      3.435       4.459e-03   0.000e+00   1.000e+00   3.020e-01   9.869e-03   1.364e-01   0.084       0           
